NAMEID,Birth,Variable,COU,Country,Year,Value
HRV,Croatia,Outflows of foreign population by nationality,SWE,Sweden,2012,40
HRV,Croatia,Outflows of foreign population by nationality,CHE,Switzerland,2012,421
HRV,Croatia,Outflows of foreign population by nationality,SVN,Slovenia,2012,209
CUB,Cuba,Outflows of foreign population by nationality,AUS,Australia,2012,11
CUB,Cuba,Outflows of foreign population by nationality,AUT,Austria,2012,32
CUB,Cuba,Outflows of foreign population by nationality,DNK,Denmark,2012,11
CUB,Cuba,Outflows of foreign population by nationality,FIN,Finland,2012,7
CUB,Cuba,Outflows of foreign population by nationality,DEU,Germany,2012,424
CUB,Cuba,Outflows of foreign population by nationality,HUN,Hungary,2012,3
CUB,Cuba,Outflows of foreign population by nationality,ISL,Iceland,2012,0
CUB,Cuba,Outflows of foreign population by nationality,ITA,Italy,2012,116
CUB,Cuba,Outflows of foreign population by nationality,JPN,Japan,2012,102
CUB,Cuba,Outflows of foreign population by nationality,KOR,Korea,2012,5
CUB,Cuba,Outflows of foreign population by nationality,LUX,Luxembourg,2012,3
CUB,Cuba,Outflows of foreign population by nationality,NLD,Netherlands,2012,34
CUB,Cuba,Outflows of foreign population by nationality,NZL,New Zealand,2012,3
CUB,Cuba,Outflows of foreign population by nationality,NOR,Norway,2012,20
CUB,Cuba,Outflows of foreign population by nationality,ESP,Spain,2012,2291
CUB,Cuba,Outflows of foreign population by nationality,SWE,Sweden,2012,21
CUB,Cuba,Outflows of foreign population by nationality,CHE,Switzerland,2012,60
CUB,Cuba,Outflows of foreign population by nationality,SVN,Slovenia,2012,4
CYP,Cyprus,Outflows of foreign population by nationality,AUS,Australia,2012,78
CYP,Cyprus,Outflows of foreign population by nationality,AUT,Austria,2012,21
CYP,Cyprus,Outflows of foreign population by nationality,DNK,Denmark,2012,7
CYP,Cyprus,Outflows of foreign population by nationality,FIN,Finland,2012,3
CYP,Cyprus,Outflows of foreign population by nationality,DEU,Germany,2012,120
CYP,Cyprus,Outflows of foreign population by nationality,HUN,Hungary,2012,39
CYP,Cyprus,Outflows of foreign population by nationality,ISL,Iceland,2012,1
CYP,Cyprus,Outflows of foreign population by nationality,ITA,Italy,2012,1
CYP,Cyprus,Outflows of foreign population by nationality,JPN,Japan,2012,6
CYP,Cyprus,Outflows of foreign population by nationality,KOR,Korea,2012,5
CYP,Cyprus,Outflows of foreign population by nationality,LUX,Luxembourg,2012,4
CYP,Cyprus,Outflows of foreign population by nationality,NLD,Netherlands,2012,61
CYP,Cyprus,Outflows of foreign population by nationality,NOR,Norway,2012,5
CYP,Cyprus,Outflows of foreign population by nationality,ESP,Spain,2012,11
CYP,Cyprus,Outflows of foreign population by nationality,SWE,Sweden,2012,12
CYP,Cyprus,Outflows of foreign population by nationality,CHE,Switzerland,2012,25
CZE,Czech Republic,Outflows of foreign population by nationality,AUS,Australia,2012,74
CZE,Czech Republic,Outflows of foreign population by nationality,AUT,Austria,2012,1241
CZE,Czech Republic,Outflows of foreign population by nationality,BEL,Belgium,2012,445
CZE,Czech Republic,Outflows of foreign population by nationality,DNK,Denmark,2012,236
CZE,Czech Republic,Outflows of foreign population by nationality,FIN,Finland,2012,18
CZE,Czech Republic,Outflows of foreign population by nationality,DEU,Germany,2012,5284
CZE,Czech Republic,Outflows of foreign population by nationality,ISL,Iceland,2012,33
CZE,Czech Republic,Outflows of foreign population by nationality,ITA,Italy,2012,151
CZE,Czech Republic,Outflows of foreign population by nationality,LUX,Luxembourg,2012,58
CZE,Czech Republic,Outflows of foreign population by nationality,NLD,Netherlands,2012,574
CZE,Czech Republic,Outflows of foreign population by nationality,NZL,New Zealand,2012,198
CZE,Czech Republic,Outflows of foreign population by nationality,NOR,Norway,2012,87
CZE,Czech Republic,Outflows of foreign population by nationality,SVK,Slovak Republic,2012,16
CZE,Czech Republic,Outflows of foreign population by nationality,ESP,Spain,2012,574
CZE,Czech Republic,Outflows of foreign population by nationality,SWE,Sweden,2012,119
CZE,Czech Republic,Outflows of foreign population by nationality,CHE,Switzerland,2012,311
CZE,Czech Republic,Outflows of foreign population by nationality,GBR,United Kingdom,2012,1000
CZE,Czech Republic,Outflows of foreign population by nationality,SVN,Slovenia,2012,16
CZE,Czech Republic,Outflows of foreign population by nationality,KOR,Korea,2012,69
CZE,Czech Republic,Outflows of foreign population by nationality,HUN,Hungary,2012,18
CZE,Czech Republic,Outflows of foreign population by nationality,JPN,Japan,2012,377
PRK,Democratic People's Republic of Korea,Outflows of foreign population by nationality,AUS,Australia,2012,101
PRK,Democratic People's Republic of Korea,Outflows of foreign population by nationality,AUT,Austria,2012,12
PRK,Democratic People's Republic of Korea,Outflows of foreign population by nationality,DNK,Denmark,2012,12
PRK,Democratic People's Republic of Korea,Outflows of foreign population by nationality,FIN,Finland,2012,0
PRK,Democratic People's Republic of Korea,Outflows of foreign population by nationality,DEU,Germany,2012,163
PRK,Democratic People's Republic of Korea,Outflows of foreign population by nationality,HUN,Hungary,2012,0
PRK,Democratic People's Republic of Korea,Outflows of foreign population by nationality,ISL,Iceland,2012,0
PRK,Democratic People's Republic of Korea,Outflows of foreign population by nationality,ITA,Italy,2012,29
PRK,Democratic People's Republic of Korea,Outflows of foreign population by nationality,JPN,Japan,2012,0
PRK,Democratic People's Republic of Korea,Outflows of foreign population by nationality,LUX,Luxembourg,2012,1
PRK,Democratic People's Republic of Korea,Outflows of foreign population by nationality,NLD,Netherlands,2012,692
PRK,Democratic People's Republic of Korea,Outflows of foreign population by nationality,NZL,New Zealand,2012,1.419
PRK,Democratic People's Republic of Korea,Outflows of foreign population by nationality,NOR,Norway,2012,0
PRK,Democratic People's Republic of Korea,Outflows of foreign population by nationality,ESP,Spain,2012,6
PRK,Democratic People's Republic of Korea,Outflows of foreign population by nationality,SWE,Sweden,2012,4
PRK,Democratic People's Republic of Korea,Outflows of foreign population by nationality,CHE,Switzerland,2012,0
COD,Democratic Republic of the Congo,Outflows of foreign population by nationality,AUS,Australia,2012,8
COD,Democratic Republic of the Congo,Outflows of foreign population by nationality,AUT,Austria,2012,17
COD,Democratic Republic of the Congo,Outflows of foreign population by nationality,BEL,Belgium,2012,432
COD,Democratic Republic of the Congo,Outflows of foreign population by nationality,DNK,Denmark,2012,1
COD,Democratic Republic of the Congo,Outflows of foreign population by nationality,FIN,Finland,2012,1
COD,Democratic Republic of the Congo,Outflows of foreign population by nationality,DEU,Germany,2012,145
COD,Democratic Republic of the Congo,Outflows of foreign population by nationality,HUN,Hungary,2012,0
COD,Democratic Republic of the Congo,Outflows of foreign population by nationality,ISL,Iceland,2012,0
COD,Democratic Republic of the Congo,Outflows of foreign population by nationality,ITA,Italy,2012,23
COD,Democratic Republic of the Congo,Outflows of foreign population by nationality,JPN,Japan,2012,26
COD,Democratic Republic of the Congo,Outflows of foreign population by nationality,KOR,Korea,2012,31
COD,Democratic Republic of the Congo,Outflows of foreign population by nationality,LUX,Luxembourg,2012,7
COD,Democratic Republic of the Congo,Outflows of foreign population by nationality,NLD,Netherlands,2012,16
COD,Democratic Republic of the Congo,Outflows of foreign population by nationality,NOR,Norway,2012,10
COD,Democratic Republic of the Congo,Outflows of foreign population by nationality,ESP,Spain,2012,88
COD,Democratic Republic of the Congo,Outflows of foreign population by nationality,SWE,Sweden,2012,6
COD,Democratic Republic of the Congo,Outflows of foreign population by nationality,CHE,Switzerland,2012,31
DNK,Denmark,Outflows of foreign population by nationality,AUS,Australia,2012,39
DNK,Denmark,Outflows of foreign population by nationality,AUT,Austria,2012,130
DNK,Denmark,Outflows of foreign population by nationality,BEL,Belgium,2012,288
DNK,Denmark,Outflows of foreign population by nationality,CZE,Czech Republic,2012,15
DNK,Denmark,Outflows of foreign population by nationality,FIN,Finland,2012,32
DNK,Denmark,Outflows of foreign population by nationality,DEU,Germany,2012,1681
DNK,Denmark,Outflows of foreign population by nationality,HUN,Hungary,2012,13
DNK,Denmark,Outflows of foreign population by nationality,ISL,Iceland,2012,73
DNK,Denmark,Outflows of foreign population by nationality,ITA,Italy,2012,88
DNK,Denmark,Outflows of foreign population by nationality,JPN,Japan,2012,273
DNK,Denmark,Outflows of foreign population by nationality,KOR,Korea,2012,134
DNK,Denmark,Outflows of foreign population by nationality,LUX,Luxembourg,2012,94
DNK,Denmark,Outflows of foreign population by nationality,NLD,Netherlands,2012,428
DNK,Denmark,Outflows of foreign population by nationality,NZL,New Zealand,2012,54
DNK,Denmark,Outflows of foreign population by nationality,NOR,Norway,2012,1043
DNK,Denmark,Outflows of foreign population by nationality,ESP,Spain,2012,365
DNK,Denmark,Outflows of foreign population by nationality,SWE,Sweden,2012,2835
DNK,Denmark,Outflows of foreign population by nationality,CHE,Switzerland,2012,399
DNK,Denmark,Outflows of foreign population by nationality,GBR,United Kingdom,2012,1000
DNK,Denmark,Outflows of foreign population by nationality,SVN,Slovenia,2012,4
DJI,Djibouti,Outflows of foreign population by nationality,AUS,Australia,2012,0
DJI,Djibouti,Outflows of foreign population by nationality,AUT,Austria,2012,0
DJI,Djibouti,Outflows of foreign population by nationality,DNK,Denmark,2012,0
DJI,Djibouti,Outflows of foreign population by nationality,FIN,Finland,2012,0
DJI,Djibouti,Outflows of foreign population by nationality,DEU,Germany,2012,6
DJI,Djibouti,Outflows of foreign population by nationality,HUN,Hungary,2012,0
DJI,Djibouti,Outflows of foreign population by nationality,ISL,Iceland,2012,0
DJI,Djibouti,Outflows of foreign population by nationality,ITA,Italy,2012,0
DJI,Djibouti,Outflows of foreign population by nationality,JPN,Japan,2012,39
DJI,Djibouti,Outflows of foreign population by nationality,KOR,Korea,2012,4
DJI,Djibouti,Outflows of foreign population by nationality,LUX,Luxembourg,2012,0
DJI,Djibouti,Outflows of foreign population by nationality,NLD,Netherlands,2012,1
DJI,Djibouti,Outflows of foreign population by nationality,NOR,Norway,2012,4
DJI,Djibouti,Outflows of foreign population by nationality,ESP,Spain,2012,0
DJI,Djibouti,Outflows of foreign population by nationality,SWE,Sweden,2012,1
DJI,Djibouti,Outflows of foreign population by nationality,CHE,Switzerland,2012,0
DMA,Dominica,Outflows of foreign population by nationality,AUS,Australia,2012,0
DMA,Dominica,Outflows of foreign population by nationality,AUT,Austria,2012,1
DMA,Dominica,Outflows of foreign population by nationality,DNK,Denmark,2012,0
DMA,Dominica,Outflows of foreign population by nationality,FIN,Finland,2012,0
DMA,Dominica,Outflows of foreign population by nationality,DEU,Germany,2012,27
DMA,Dominica,Outflows of foreign population by nationality,HUN,Hungary,2012,0
DMA,Dominica,Outflows of foreign population by nationality,ISL,Iceland,2012,0
DMA,Dominica,Outflows of foreign population by nationality,ITA,Italy,2012,7
DMA,Dominica,Outflows of foreign population by nationality,JPN,Japan,2012,10
DMA,Dominica,Outflows of foreign population by nationality,KOR,Korea,2012,2
DMA,Dominica,Outflows of foreign population by nationality,LUX,Luxembourg,2012,0
DMA,Dominica,Outflows of foreign population by nationality,NOR,Norway,2012,0
DMA,Dominica,Outflows of foreign population by nationality,ESP,Spain,2012,20
DMA,Dominica,Outflows of foreign population by nationality,SWE,Sweden,2012,0
DMA,Dominica,Outflows of foreign population by nationality,CHE,Switzerland,2012,1
DOM,Dominican Republic,Outflows of foreign population by nationality,AUT,Austria,2012,103
DOM,Dominican Republic,Outflows of foreign population by nationality,HUN,Hungary,2012,1
DOM,Dominican Republic,Outflows of foreign population by nationality,ISL,Iceland,2012,1
DOM,Dominican Republic,Outflows of foreign population by nationality,ITA,Italy,2012,184
DOM,Dominican Republic,Outflows of foreign population by nationality,JPN,Japan,2012,61
DOM,Dominican Republic,Outflows of foreign population by nationality,KOR,Korea,2012,18
DOM,Dominican Republic,Outflows of foreign population by nationality,LUX,Luxembourg,2012,7
DOM,Dominican Republic,Outflows of foreign population by nationality,NLD,Netherlands,2012,56
DOM,Dominican Republic,Outflows of foreign population by nationality,NOR,Norway,2012,7
DOM,Dominican Republic,Outflows of foreign population by nationality,ESP,Spain,2012,4161
DOM,Dominican Republic,Outflows of foreign population by nationality,SWE,Sweden,2012,11
DOM,Dominican Republic,Outflows of foreign population by nationality,CHE,Switzerland,2012,121
DOM,Dominican Republic,Outflows of foreign population by nationality,SVN,Slovenia,2012,3
DOM,Dominican Republic,Outflows of foreign population by nationality,FIN,Finland,2012,0
DOM,Dominican Republic,Outflows of foreign population by nationality,DEU,Germany,2012,292
DOM,Dominican Republic,Outflows of foreign population by nationality,DNK,Denmark,2012,1
ECU,Ecuador,Outflows of foreign population by nationality,AUS,Australia,2012,26
ECU,Ecuador,Outflows of foreign population by nationality,AUT,Austria,2012,28
ECU,Ecuador,Outflows of foreign population by nationality,DNK,Denmark,2012,13
ECU,Ecuador,Outflows of foreign population by nationality,FIN,Finland,2012,6
ECU,Ecuador,Outflows of foreign population by nationality,DEU,Germany,2012,438
ECU,Ecuador,Outflows of foreign population by nationality,HUN,Hungary,2012,0
ECU,Ecuador,Outflows of foreign population by nationality,ISL,Iceland,2012,1
ECU,Ecuador,Outflows of foreign population by nationality,ITA,Italy,2012,537
ECU,Ecuador,Outflows of foreign population by nationality,JPN,Japan,2012,139
ECU,Ecuador,Outflows of foreign population by nationality,KOR,Korea,2012,71
ECU,Ecuador,Outflows of foreign population by nationality,LUX,Luxembourg,2012,3
ECU,Ecuador,Outflows of foreign population by nationality,NLD,Netherlands,2012,86
ECU,Ecuador,Outflows of foreign population by nationality,NZL,New Zealand,2012,5
ECU,Ecuador,Outflows of foreign population by nationality,NOR,Norway,2012,16
ECU,Ecuador,Outflows of foreign population by nationality,ESP,Spain,2012,18781
ECU,Ecuador,Outflows of foreign population by nationality,SWE,Sweden,2012,21
ECU,Ecuador,Outflows of foreign population by nationality,CHE,Switzerland,2012,73
EGY,Egypt,Outflows of foreign population by nationality,AUS,Australia,2012,143
EGY,Egypt,Outflows of foreign population by nationality,AUT,Austria,2012,344
EGY,Egypt,Outflows of foreign population by nationality,DNK,Denmark,2012,23
EGY,Egypt,Outflows of foreign population by nationality,FIN,Finland,2012,16
EGY,Egypt,Outflows of foreign population by nationality,DEU,Germany,2012,1573
EGY,Egypt,Outflows of foreign population by nationality,HUN,Hungary,2012,5
EGY,Egypt,Outflows of foreign population by nationality,ISL,Iceland,2012,1
EGY,Egypt,Outflows of foreign population by nationality,ITA,Italy,2012,449
EGY,Egypt,Outflows of foreign population by nationality,JPN,Japan,2012,694
EGY,Egypt,Outflows of foreign population by nationality,KOR,Korea,2012,299
EGY,Egypt,Outflows of foreign population by nationality,LUX,Luxembourg,2012,1
EGY,Egypt,Outflows of foreign population by nationality,NLD,Netherlands,2012,192
EGY,Egypt,Outflows of foreign population by nationality,NZL,New Zealand,2012,12
EGY,Egypt,Outflows of foreign population by nationality,NOR,Norway,2012,20
EGY,Egypt,Outflows of foreign population by nationality,ESP,Spain,2012,372
EGY,Egypt,Outflows of foreign population by nationality,SWE,Sweden,2012,35
EGY,Egypt,Outflows of foreign population by nationality,CHE,Switzerland,2012,116
EGY,Egypt,Outflows of foreign population by nationality,SVN,Slovenia,2012,1
SLV,El Salvador,Outflows of foreign population by nationality,AUS,Australia,2012,39
SLV,El Salvador,Outflows of foreign population by nationality,AUT,Austria,2012,2
SLV,El Salvador,Outflows of foreign population by nationality,DNK,Denmark,2012,1
SLV,El Salvador,Outflows of foreign population by nationality,FIN,Finland,2012,0
SLV,El Salvador,Outflows of foreign population by nationality,DEU,Germany,2012,73
SLV,El Salvador,Outflows of foreign population by nationality,HUN,Hungary,2012,0
SLV,El Salvador,Outflows of foreign population by nationality,ISL,Iceland,2012,0
SLV,El Salvador,Outflows of foreign population by nationality,ITA,Italy,2012,20
SLV,El Salvador,Outflows of foreign population by nationality,JPN,Japan,2012,101
SLV,El Salvador,Outflows of foreign population by nationality,KOR,Korea,2012,16
SLV,El Salvador,Outflows of foreign population by nationality,LUX,Luxembourg,2012,0
SLV,El Salvador,Outflows of foreign population by nationality,NLD,Netherlands,2012,3
SLV,El Salvador,Outflows of foreign population by nationality,NOR,Norway,2012,1
SLV,El Salvador,Outflows of foreign population by nationality,ESP,Spain,2012,543
SLV,El Salvador,Outflows of foreign population by nationality,SWE,Sweden,2012,8
SLV,El Salvador,Outflows of foreign population by nationality,CHE,Switzerland,2012,14
GNQ,Equatorial Guinea,Outflows of foreign population by nationality,AUS,Australia,2012,0
GNQ,Equatorial Guinea,Outflows of foreign population by nationality,AUT,Austria,2012,0
GNQ,Equatorial Guinea,Outflows of foreign population by nationality,FIN,Finland,2012,0
GNQ,Equatorial Guinea,Outflows of foreign population by nationality,DEU,Germany,2012,11
GNQ,Equatorial Guinea,Outflows of foreign population by nationality,HUN,Hungary,2012,0
GNQ,Equatorial Guinea,Outflows of foreign population by nationality,ISL,Iceland,2012,0
GNQ,Equatorial Guinea,Outflows of foreign population by nationality,ITA,Italy,2012,0
GNQ,Equatorial Guinea,Outflows of foreign population by nationality,JPN,Japan,2012,19
GNQ,Equatorial Guinea,Outflows of foreign population by nationality,KOR,Korea,2012,6
GNQ,Equatorial Guinea,Outflows of foreign population by nationality,LUX,Luxembourg,2012,0
GNQ,Equatorial Guinea,Outflows of foreign population by nationality,NOR,Norway,2012,1
GNQ,Equatorial Guinea,Outflows of foreign population by nationality,ESP,Spain,2012,1820
GNQ,Equatorial Guinea,Outflows of foreign population by nationality,SWE,Sweden,2012,0
GNQ,Equatorial Guinea,Outflows of foreign population by nationality,CHE,Switzerland,2012,0
ERI,Eritrea,Outflows of foreign population by nationality,AUS,Australia,2012,23
ERI,Eritrea,Outflows of foreign population by nationality,AUT,Austria,2012,6
ERI,Eritrea,Outflows of foreign population by nationality,DNK,Denmark,2012,1
ERI,Eritrea,Outflows of foreign population by nationality,FIN,Finland,2012,0
ERI,Eritrea,Outflows of foreign population by nationality,DEU,Germany,2012,289
ERI,Eritrea,Outflows of foreign population by nationality,HUN,Hungary,2012,0
ERI,Eritrea,Outflows of foreign population by nationality,ISL,Iceland,2012,0
ERI,Eritrea,Outflows of foreign population by nationality,ITA,Italy,2012,63
ERI,Eritrea,Outflows of foreign population by nationality,JPN,Japan,2012,7
ERI,Eritrea,Outflows of foreign population by nationality,KOR,Korea,2012,2
ERI,Eritrea,Outflows of foreign population by nationality,LUX,Luxembourg,2012,0
ERI,Eritrea,Outflows of foreign population by nationality,NLD,Netherlands,2012,19
ERI,Eritrea,Outflows of foreign population by nationality,NZL,New Zealand,2012,1
ERI,Eritrea,Outflows of foreign population by nationality,NOR,Norway,2012,58
ERI,Eritrea,Outflows of foreign population by nationality,ESP,Spain,2012,10
ERI,Eritrea,Outflows of foreign population by nationality,SWE,Sweden,2012,73
ERI,Eritrea,Outflows of foreign population by nationality,CHE,Switzerland,2012,31
EST,Estonia,Outflows of foreign population by nationality,AUS,Australia,2012,7
EST,Estonia,Outflows of foreign population by nationality,AUT,Austria,2012,56
EST,Estonia,Outflows of foreign population by nationality,DNK,Denmark,2012,141
EST,Estonia,Outflows of foreign population by nationality,FIN,Finland,2012,665
EST,Estonia,Outflows of foreign population by nationality,DEU,Germany,2012,769
EST,Estonia,Outflows of foreign population by nationality,HUN,Hungary,2012,4
EST,Estonia,Outflows of foreign population by nationality,ISL,Iceland,2012,27
EST,Estonia,Outflows of foreign population by nationality,ITA,Italy,2012,21
EST,Estonia,Outflows of foreign population by nationality,JPN,Japan,2012,76
EST,Estonia,Outflows of foreign population by nationality,KOR,Korea,2012,11
EST,Estonia,Outflows of foreign population by nationality,LUX,Luxembourg,2012,23
EST,Estonia,Outflows of foreign population by nationality,NLD,Netherlands,2012,277
EST,Estonia,Outflows of foreign population by nationality,NZL,New Zealand,2012,18
EST,Estonia,Outflows of foreign population by nationality,NOR,Norway,2012,124
EST,Estonia,Outflows of foreign population by nationality,ESP,Spain,2012,73
EST,Estonia,Outflows of foreign population by nationality,SWE,Sweden,2012,237
EST,Estonia,Outflows of foreign population by nationality,CHE,Switzerland,2012,57
EST,Estonia,Outflows of foreign population by nationality,GBR,United Kingdom,2012,1000
EST,Estonia,Outflows of foreign population by nationality,SVN,Slovenia,2012,4
ETH,Ethiopia,Outflows of foreign population by nationality,AUS,Australia,2012,80
ETH,Ethiopia,Outflows of foreign population by nationality,AUT,Austria,2012,46
ETH,Ethiopia,Outflows of foreign population by nationality,DNK,Denmark,2012,21
ETH,Ethiopia,Outflows of foreign population by nationality,FIN,Finland,2012,13
ETH,Ethiopia,Outflows of foreign population by nationality,DEU,Germany,2012,497
ETH,Ethiopia,Outflows of foreign population by nationality,HUN,Hungary,2012,1
ETH,Ethiopia,Outflows of foreign population by nationality,ISL,Iceland,2012,1
ETH,Ethiopia,Outflows of foreign population by nationality,ITA,Italy,2012,53
ETH,Ethiopia,Outflows of foreign population by nationality,JPN,Japan,2012,217
ETH,Ethiopia,Outflows of foreign population by nationality,KOR,Korea,2012,54
ETH,Ethiopia,Outflows of foreign population by nationality,LUX,Luxembourg,2012,5
ETH,Ethiopia,Outflows of foreign population by nationality,NLD,Netherlands,2012,146
ETH,Ethiopia,Outflows of foreign population by nationality,NZL,New Zealand,2012,1
ETH,Ethiopia,Outflows of foreign population by nationality,NOR,Norway,2012,98
ETH,Ethiopia,Outflows of foreign population by nationality,ESP,Spain,2012,66
ETH,Ethiopia,Outflows of foreign population by nationality,SWE,Sweden,2012,128
ETH,Ethiopia,Outflows of foreign population by nationality,CHE,Switzerland,2012,23
FJI,Fiji,Outflows of foreign population by nationality,AUS,Australia,2012,184
FJI,Fiji,Outflows of foreign population by nationality,AUT,Austria,2012,3
FJI,Fiji,Outflows of foreign population by nationality,DNK,Denmark,2012,0
FJI,Fiji,Outflows of foreign population by nationality,FIN,Finland,2012,0
FJI,Fiji,Outflows of foreign population by nationality,DEU,Germany,2012,10
FJI,Fiji,Outflows of foreign population by nationality,HUN,Hungary,2012,0
FJI,Fiji,Outflows of foreign population by nationality,ISL,Iceland,2012,0
FJI,Fiji,Outflows of foreign population by nationality,ITA,Italy,2012,0
FJI,Fiji,Outflows of foreign population by nationality,JPN,Japan,2012,155
FJI,Fiji,Outflows of foreign population by nationality,KOR,Korea,2012,32
FJI,Fiji,Outflows of foreign population by nationality,LUX,Luxembourg,2012,0
FJI,Fiji,Outflows of foreign population by nationality,NLD,Netherlands,2012,4
FJI,Fiji,Outflows of foreign population by nationality,NZL,New Zealand,2012,470
FJI,Fiji,Outflows of foreign population by nationality,NOR,Norway,2012,0
FJI,Fiji,Outflows of foreign population by nationality,ESP,Spain,2012,0
FJI,Fiji,Outflows of foreign population by nationality,SWE,Sweden,2012,0
FJI,Fiji,Outflows of foreign population by nationality,CHE,Switzerland,2012,1
FIN,Finland,Outflows of foreign population by nationality,AUS,Australia,2012,65
FIN,Finland,Outflows of foreign population by nationality,DNK,Denmark,2012,360
FIN,Finland,Outflows of foreign population by nationality,FIN,Finland,2012,0
FIN,Finland,Outflows of foreign population by nationality,DEU,Germany,2012,1799
FIN,Finland,Outflows of foreign population by nationality,HUN,Hungary,2012,41
FIN,Finland,Outflows of foreign population by nationality,ISL,Iceland,2012,27
FIN,Finland,Outflows of foreign population by nationality,ITA,Italy,2012,77
FIN,Finland,Outflows of foreign population by nationality,JPN,Japan,2012,388
FIN,Finland,Outflows of foreign population by nationality,KOR,Korea,2012,158
FIN,Finland,Outflows of foreign population by nationality,LUX,Luxembourg,2012,63
FIN,Finland,Outflows of foreign population by nationality,NLD,Netherlands,2012,631
FIN,Finland,Outflows of foreign population by nationality,NZL,New Zealand,2012,31
FIN,Finland,Outflows of foreign population by nationality,NOR,Norway,2012,418
FIN,Finland,Outflows of foreign population by nationality,SVK,Slovak Republic,2012,1
FIN,Finland,Outflows of foreign population by nationality,ESP,Spain,2012,289
FIN,Finland,Outflows of foreign population by nationality,SWE,Sweden,2012,1987
FIN,Finland,Outflows of foreign population by nationality,CHE,Switzerland,2012,333
FIN,Finland,Outflows of foreign population by nationality,GBR,United Kingdom,2012,1000
FIN,Finland,Outflows of foreign population by nationality,SVN,Slovenia,2012,1
FIN,Finland,Outflows of foreign population by nationality,BEL,Belgium,2012,403
FIN,Finland,Outflows of foreign population by nationality,AUT,Austria,2012,297
CSK,Former Czechoslovakia,Outflows of foreign population by nationality,AUS,Australia,2012,0
CSK,Former Czechoslovakia,Outflows of foreign population by nationality,FIN,Finland,2012,0
CSK,Former Czechoslovakia,Outflows of foreign population by nationality,HUN,Hungary,2012,2
CSK,Former Czechoslovakia,Outflows of foreign population by nationality,ISL,Iceland,2012,0
CSK,Former Czechoslovakia,Outflows of foreign population by nationality,JPN,Japan,2012,0
CSK,Former Czechoslovakia,Outflows of foreign population by nationality,LUX,Luxembourg,2012,0
CSK,Former Czechoslovakia,Outflows of foreign population by nationality,NOR,Norway,2012,0
CSK,Former Czechoslovakia,Outflows of foreign population by nationality,SWE,Sweden,2012,0
SUN,Former USSR,Outflows of foreign population by nationality,AUS,Australia,2012,0
SUN,Former USSR,Outflows of foreign population by nationality,FIN,Finland,2012,8
SUN,Former USSR,Outflows of foreign population by nationality,LUX,Luxembourg,2012,0
SUN,Former USSR,Outflows of foreign population by nationality,SWE,Sweden,2012,0
SUN,Former USSR,Outflows of foreign population by nationality,NOR,Norway,2012,0
SUN,Former USSR,Outflows of foreign population by nationality,ISL,Iceland,2012,0
SUN,Former USSR,Outflows of foreign population by nationality,JPN,Japan,2012,0
SUN,Former USSR,Outflows of foreign population by nationality,NLD,Netherlands,2012,1
SUN,Former USSR,Outflows of foreign population by nationality,HUN,Hungary,2012,7
MKD,Former Yug. Rep. of Macedonia,Outflows of foreign population by nationality,AUS,Australia,2012,236
MKD,Former Yug. Rep. of Macedonia,Outflows of foreign population by nationality,AUT,Austria,2012,811
MKD,Former Yug. Rep. of Macedonia,Outflows of foreign population by nationality,CZE,Czech Republic,2012,70
MKD,Former Yug. Rep. of Macedonia,Outflows of foreign population by nationality,DNK,Denmark,2012,10
MKD,Former Yug. Rep. of Macedonia,Outflows of foreign population by nationality,FIN,Finland,2012,2
MKD,Former Yug. Rep. of Macedonia,Outflows of foreign population by nationality,DEU,Germany,2012,5980
MKD,Former Yug. Rep. of Macedonia,Outflows of foreign population by nationality,HUN,Hungary,2012,5
MKD,Former Yug. Rep. of Macedonia,Outflows of foreign population by nationality,ISL,Iceland,2012,0
MKD,Former Yug. Rep. of Macedonia,Outflows of foreign population by nationality,ITA,Italy,2012,649
MKD,Former Yug. Rep. of Macedonia,Outflows of foreign population by nationality,JPN,Japan,2012,47
MKD,Former Yug. Rep. of Macedonia,Outflows of foreign population by nationality,KOR,Korea,2012,5
MKD,Former Yug. Rep. of Macedonia,Outflows of foreign population by nationality,LUX,Luxembourg,2012,228
MKD,Former Yug. Rep. of Macedonia,Outflows of foreign population by nationality,NLD,Netherlands,2012,71
MKD,Former Yug. Rep. of Macedonia,Outflows of foreign population by nationality,NZL,New Zealand,2012,7
MKD,Former Yug. Rep. of Macedonia,Outflows of foreign population by nationality,NOR,Norway,2012,24
MKD,Former Yug. Rep. of Macedonia,Outflows of foreign population by nationality,ESP,Spain,2012,80
MKD,Former Yug. Rep. of Macedonia,Outflows of foreign population by nationality,SWE,Sweden,2012,53
MKD,Former Yug. Rep. of Macedonia,Outflows of foreign population by nationality,CHE,Switzerland,2012,302
MKD,Former Yug. Rep. of Macedonia,Outflows of foreign population by nationality,SVN,Slovenia,2012,77
YUCS,Former Yugoslavia,Outflows of foreign population by nationality,NOR,Norway,2012,0
YUCS,Former Yugoslavia,Outflows of foreign population by nationality,LUX,Luxembourg,2012,0
YUCS,Former Yugoslavia,Outflows of foreign population by nationality,SWE,Sweden,2012,0
YUCS,Former Yugoslavia,Outflows of foreign population by nationality,JPN,Japan,2012,0
YUCS,Former Yugoslavia,Outflows of foreign population by nationality,AUS,Australia,2012,0
YUCS,Former Yugoslavia,Outflows of foreign population by nationality,NLD,Netherlands,2012,10
